review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
RC009CKOV9TR0,5,1,1,N,Y
RXEIESAEUNWB,5,0,0,N,Y
R10AKQ9ZHCNEIU,5,1,1,N,Y
RIWF8SW0BWDN4,1,0,0,N,Y
R3P7LPA3DYP8PR,5,0,0,N,Y
RAOBEALV22F93,5,0,0,N,Y
R15ID3Y2249RI8,5,0,0,N,Y
R2L5XXK45A0Z20,5,3,3,N,N
R3R2Q6LJ0A5VB7,5,0,0,N,Y
R17YU1RNWZILD,1,0,2,N,Y
R1FL7BJBYMI4IN,5,0,0,N,Y
R3N914MF0LCHRK,1,0,0,N,Y
RR6M5BJGYT900,4,0,0,N,Y
R3A14DDAHHAIM9,5,2,3,N,Y
RIMQ71H4QTKH8,5,0,0,N,Y
R35CCSGJA7RZJZ,1,1,3,N,Y
R3A5AQM1VEEH91,5,0,0,N,Y
R3EXCZKPA4H31W,5,0,0,N,N
R1195KXWFL9RXH,5,0,0,N,Y
R27BX595D1YFOD,5,0,0,N,Y
RHN775PZD2NZV,5,1,1,N,Y
R3SQENIMA5TA5P,3,0,0,N,Y
R2WRF7U10ETG9Y,5,0,0,N,Y
R48UY1J4PYRT0,5,0,0,N,Y
R1O9J7YYOS43AG,1,0,0,N,Y
R1PGK7ECY42MMB,5,0,0,N,Y
R22I3HNY7BJECN,5,0,0,N,Y
R1DVQ4TK3MULWC,5,0,2,N,Y
R1W41S51JJRDB9,1,0,1,N,Y
R3J5EFWPRJC3YL,5,0,0,N,Y
R18QGBUUNYKLYW,1,1,1,N,Y
R34OCJ2RYUJ5PW,5,0,0,N,Y
R17WX06TL3CV64,4,0,0,N,Y
R1ODH6FI2SKK7,5,0,1,N,N
R39GQ5RP7MQU03,4,0,0,N,Y
RHT2MOVJOPNPC,5,0,0,N,Y
R22A1ZRM5A13XR,1,3,3,N,Y
R3BEUQPYPUMULG,5,0,0,N,Y
R2TF3HNBZ6J4PX,5,0,0,N,Y
R3IIO6MAWB6RCW,5,0,1,N,Y
R3MFBLRIJ2ZT6Q,4,1,1,N,N
R16RJMQ3TB2XE4,1,3,34,N,Y
RS4EHCN056BN7,5,0,1,N,Y
RU3THJIM57XZI,5,1,1,N,N
RE58S2THAZ92F,5,0,0,N,Y
RYPRLIRPFNUOI,5,0,0,N,Y
R2CPOFRJPVXT2B,1,7,11,N,Y
R13L84X0SDQBKF,5,0,0,N,Y
R33ZL47VVVHGLL,1,1,1,N,Y
R25SGFD4EJRJQD,1,2,12,N,Y
R15FKTI9UGR3LD,5,0,0,N,Y
RXX12490TGG86,2,1,1,N,Y
R1KNFX8QYQL1T1,1,0,19,N,Y
R16Q1S8757LGH4,1,2,2,N,Y
R23O400U5ECIYH,5,0,0,N,Y
R1XOZGZO213D1T,5,0,0,N,Y
RAWSEW4EZV6QJ,1,0,0,N,N
REFNGRZ22APVM,5,2,2,N,Y
R14FH7WXW6LYNP,5,0,1,N,Y
R7KVQRVCWZ7MA,5,0,0,N,Y
RLZA45IRCS2VK,5,2,2,N,Y
R3OJ83FU0O1PTE,5,0,0,N,Y
R2CDOVMNTC0FOQ,5,0,0,N,Y
R3DTLM88R9KY6V,5,0,0,N,Y
R5UZZP2TRZRML,2,1,6,N,N
RD2DFN1P0R4DI,3,0,1,N,Y
R2GXFSARGNDK9L,1,0,12,N,Y
R1RUHN6MJMVZ0V,5,0,0,N,Y
RY5N2Q4NKMYW5,5,1,2,N,Y
RINW3GO4T8YIB,5,0,0,N,Y
R3IV6Y2DE45R8T,5,0,0,N,Y
R385BEUD7HE2TN,5,0,0,N,Y
R1REWG1BVFTINT,1,0,0,N,Y
R28LO419ROTLC2,4,0,0,N,Y
R3C6UO2SA0C2OM,5,0,0,N,Y
R1T7V4EFT3DH16,5,1,3,N,Y
RYXCSEDIB1D7T,1,0,0,N,Y
RYQCPLVNMBVE0,5,0,0,N,Y
R1JAWGO0N28B3E,5,0,0,N,Y
R2C6EZAGRZS8K9,5,0,0,N,Y
R2K5NTKWKC8VB0,5,0,1,N,Y
R10Z02RYU24ZIH,5,0,0,N,Y
R2CV6P6KRZ56JI,5,0,0,N,Y
ROCSMFT0ERGL2,5,0,2,N,Y
RCO6RXYLX0ASD,5,0,0,N,Y
R10Y4R3IHE04RB,4,0,0,N,Y
R3SYMLAWT9JMPK,5,1,1,N,Y
R27N1UFJKGYRW2,5,0,0,N,Y
RM9Y0TZF2XU0D,5,0,0,N,Y
R1DCDLF33VOE1L,5,0,0,N,Y
RBHC9HQGEEJC3,5,0,0,N,Y
R38W6IQ15V5M99,1,0,7,N,Y
R5J6KH2V7KYVU,5,0,1,N,Y
R1AG03EL3JZ97V,5,6,8,N,Y
R1I713NBBWTC4,5,0,2,N,Y
R3P3L63DRMVXJD,4,1,1,N,Y
R2CLQ3CIRM6IL9,5,0,0,N,Y
R1UECXR4WO2SHU,5,0,2,N,Y
R7FS0FSJ6LORP,1,0,0,N,Y
R840FJUKC89HN,5,0,0,N,Y
R1DYZV5FJOIM06,5,0,0,N,Y
R2GLL7U9U54Y6K,1,1,5,N,Y
RC5ZY8U1EN09Z,5,0,0,N,Y
R29FZXVLZ617PX,5,0,0,N,Y
R14WDFQQXFHZ6P,5,0,0,N,Y
R1JU7W7QGBYTT4,5,0,0,N,Y
R2G68XW0V944R7,5,0,1,N,Y
R3MFZ2B4MFOU1F,5,0,1,N,Y
R2WEPA2YRV44U5,5,0,0,N,Y
RLUNAW9SS08ZD,1,0,1,N,Y
RBP07KNYZ1TN8,5,1,1,N,Y
R3Q2UCERDXMR5L,5,0,0,N,Y
R2HP24W2Z6Q00F,2,1,2,N,Y
R21NYJ1VWJ0IE,5,0,0,N,Y
R2NAWQP2UZWZLC,4,1,3,N,N
R124LEHIOJCB8W,5,0,0,N,Y
R2UCWH46EI8ZEA,5,0,0,N,Y
R2GA4KRY3NGUL8,5,5,18,N,Y
R3EQ0F3P85EFMR,5,0,0,N,Y
R2WIK5NAV11NUB,5,8,18,N,Y
R2BZT661NB1L8T,3,0,0,N,Y
R2XCAS89FAGLSF,5,0,0,N,N
R3G2O8W48VHYSB,5,0,0,N,Y
R378X5AN4G789U,5,0,0,N,N
R2728JY0N3CXEW,5,0,1,N,Y
RROLX3HPO0UEV,5,0,0,N,Y
R2ANKTBR9343GK,5,0,0,N,Y
R2ZSULFH6IKUB2,5,2,2,N,Y
R2H0G7PCFJEBEE,5,0,0,N,Y
R15LC92AOEO1EJ,5,1,1,N,Y
R2CXRLHLSYUNT0,3,0,0,N,Y
RZC5QTY9XLTSA,1,0,4,N,Y
R1IBC376DINA6R,5,1,1,N,Y
R3CO3QGC8VAHO4,5,0,0,N,Y
R102ZVJCTRKRSQ,5,0,0,N,Y
R1MCYFEAXCK83Q,5,0,0,N,Y
R37RZ7TGNVSKV2,1,0,0,N,Y
R1WEZCR7E0NBLQ,5,1,1,N,Y
ROZV4P1Q043HK,4,0,0,N,Y
R2949R61INHTUV,5,0,0,N,Y
R3C011ZG4D5H6Z,5,0,0,N,N
R13P8EPMJ9AEAZ,5,0,1,N,Y
RQ9YM7KBRQ2CX,5,0,0,N,Y
RIPSM1ILB1Q6T,5,0,0,N,Y
R1NRDZQEP67N5N,5,0,0,N,Y
R3A1F3C0M7D41J,5,0,0,N,Y
RQ9HP7G29VDMT,5,0,0,N,Y
R2TK9WEAQZJ832,5,1,1,N,Y
R26GVFA89SBGZ,2,4,17,N,Y
R1PD1G23Q4HWDJ,1,6,9,N,Y
R1NJZDJ1TXK8YR,5,0,0,N,Y
R25YRYSSQ8MQ90,5,0,0,N,Y
RY9DTTN3NLEGM,2,1,2,N,Y
R1LW0XQ2H0NE20,5,0,0,N,Y
R1LPVWIZEBA24X,5,0,0,N,Y
R1C8KL0AOJUDZT,5,0,0,N,Y
RHRS4F9415KPL,5,0,1,N,Y
R19KIY2FF78FCP,5,1,1,N,Y
R3VG89NHUYI6YG,5,1,3,N,Y
R264Q5XHIHSGZK,5,0,0,N,Y
RIE0FLN1Z5BNK,1,4,4,N,Y
RN2WINJBJKVM8,5,0,0,N,Y
R110TG3NLAEJLY,5,1,1,N,N
R13BOP4OGKOZOR,4,0,0,N,Y
R39QN0MMZ24IOZ,5,0,0,N,Y
RKKR2BQECZUDT,5,1,1,N,Y
RZW6RTBR2Z6CD,5,0,0,N,Y
R1T2ICBRVZ77PS,4,0,0,N,Y
R1U2GQL56E9FTW,4,0,0,N,Y
RLV3GAI4ZM4I0,5,0,0,N,Y
R2ZEKZVOLLNM58,2,1,1,N,N
RZ2G5EQCLIXER,5,0,0,N,Y
RP0TL1M57AHC5,1,0,3,N,Y
R19T2SB3HMF2ZQ,5,0,0,N,Y
R2S9RD7S8W0SDM,5,0,0,N,Y
R3YMOCBTII7YD,5,0,1,N,Y
R1D9SO50RDI4FS,5,0,0,N,Y
RF1YSBD0BBIQ3,5,0,0,N,Y
R1JAX8Y953GB97,4,0,9,N,Y
R32U71SO27QA0J,1,0,4,N,Y
R2RMBHXYHC18JI,5,0,0,N,Y
R26CY5OI1HMIZF,4,3,5,N,Y
R3GSHAT2UDP9H,4,0,1,N,Y
R1H5VE5DM134S2,2,1,5,N,N
R3QJ7OXJ2CZTGO,4,0,0,N,Y
RNFCVFHDZ3VDR,5,0,0,N,Y
R16QMCNLV49V4Y,5,0,1,N,Y
R203P6PMLNKX0R,2,0,0,N,Y
R29JJTVT3GQHN7,5,8,19,N,N
R2B6DS7QQE6G5,1,4,5,N,Y
R2TK0JY7KLZ3J3,5,0,0,N,Y
R1I6SO288034KQ,4,0,0,N,Y
R32CJWRUFGYJ1Z,5,0,0,N,Y
RXCFX8O6CZTXN,5,0,0,N,Y
RYUY89WS2ZUHG,4,0,0,N,Y
R25TS30MT2TFWL,1,1,4,N,Y
R1DGWYBVNQVLJ8,4,0,0,N,Y
R37A4LU1604GZJ,5,0,0,N,Y
RVFWNOPP77GKL,5,2,5,N,N
R24ZX6S6JR8R6Z,4,0,0,N,Y
R1YW060JWFHTOC,5,0,0,N,Y
R13IOY4D0ZJ8FI,1,7,11,N,Y
R1ZIM1F1HDIT7G,5,0,0,N,Y
R6RIZ6BU26PL4,5,0,0,N,Y
R3OSYAW95QZPGI,3,0,0,N,Y
RIG77QGG24R9I,4,0,0,N,Y
RHIFR4RPJ2YTM,1,0,1,N,Y
R1ENCSZL31CH28,5,0,0,N,Y
R1EYSNSU0U2UHP,4,0,0,N,Y
R19NTMAADBAH9K,5,2,2,N,Y
R2KA71CPT9IILC,5,0,0,N,Y
R25LRMIJD9E0TC,5,0,0,N,Y
R2HVML0U3ITHZI,5,0,0,N,Y
R2PKLFXBCXF2G7,5,0,0,N,Y
R14QM2O6X9VLTK,5,0,0,N,Y
RB4AP8AYP5UQH,5,0,0,N,Y
REOVOLB6OHIC5,4,0,0,N,Y
R3O01QZ6QOL8BF,5,0,0,N,Y
R16PQIAJ20HRFL,1,5,10,N,N
RXH1EMQDVVEK7,4,0,0,N,N
RU5GGZC1TILO8,5,0,0,N,Y
R1JAN32JACRGVS,1,0,0,N,Y
RW2KH3KOOR5VR,5,0,0,N,Y
R2PYJEI2A4QMDX,1,0,0,N,Y
R2XHZZ1YCN99XX,5,0,0,N,Y
R2MJVGLCDL0P25,1,0,0,N,Y
R355B46J2CLY1Q,1,0,1,N,Y
RIDH1DSHR3DOF,1,1,2,N,Y
R2M4CYUHBRT9UW,4,0,2,N,Y
R1WQ8I35W2TXNJ,5,1,1,N,Y
R2UWU1B0ZK3JSD,1,1,9,N,Y
R69A7B0IMZDTJ,4,0,0,N,Y
R247SG4K0CI4QL,2,5,15,N,Y
R3PF0RNHWJBXUE,5,0,0,N,Y
R1JQ7JAJA5ZNVP,5,14,27,N,N
R1XB0KPS18AIEO,5,0,0,N,Y
R2KT1RQKLXDRNF,5,0,0,N,Y
R1DRN43ZSKXLA6,1,0,0,N,Y
RIFSTPB6NE0C2,1,0,0,N,Y
R3F09L0BAQKKQW,5,0,0,N,Y
R2CJK34047URHL,3,0,1,N,Y
RDCWBCFS6VI6X,5,1,1,N,Y
R24T5AIESZPGBU,5,0,0,N,Y
R1225TI1JIWURZ,2,3,4,N,Y
R2S7H0IQKKBY2C,5,2,2,N,N
R1E5FA1ISWGM8S,4,1,2,N,Y
RBM12IKJEL76H,5,0,0,N,Y
R355SMEOI7A189,5,0,0,N,Y
R1PB1WIFNLY1D,1,1,2,N,Y
R3OLLY97FZ35O4,5,0,1,N,Y
RK1502VS3A05Q,4,3,3,N,Y
R2SI1XJHQ1YFAV,4,0,1,N,N
R15HOPL00V7ETE,4,0,0,N,Y
RFIOXY7DE2PC4,1,0,2,N,Y
R2TULXRD279TKS,5,0,0,N,Y
R14SI96QHDNII4,5,0,0,N,Y
R2YWR6BB2EQRME,1,2,13,N,Y
RVZGA7KJO7VPI,1,1,13,N,Y
R3ST07NBUS6CKG,3,0,0,N,Y
RS2P8S8X9S0Y1,5,0,0,N,Y
RLANGDO1HHXGX,2,0,0,N,Y
R2KPOI55UVAL37,5,0,0,N,Y
R13NYCP6BY08NR,1,1,2,N,Y
R1PU02S1XA7N96,5,0,0,N,Y
R1ZETJD5R730XV,5,0,0,N,Y
RHL6SDZG7JDY7,5,0,0,N,Y
RQYXGG077EXGV,5,0,0,N,N
R190UDT5FGK76A,1,8,14,N,Y
R19B2U0EG8VVL1,5,0,0,N,Y
R2TWRA54FMHFOB,5,0,0,N,Y
R21ULURKBGRJHV,5,1,3,N,Y
R2X4360XCAGZFR,1,0,0,N,Y
RYCLSVPNNY19X,5,0,0,N,Y
RCKEW0X7Z2105,5,0,5,N,Y
R2X59ND123HOGH,2,0,0,N,Y
R3KE5THU9MHZN9,5,0,0,N,Y
R241LZEPC8V4WE,5,0,0,N,Y
R3BLD2PAUMMLKV,1,0,2,N,Y
R2VDRHZWL6ZMPF,5,1,2,N,Y
R3POQIV6F1AE8V,5,1,2,N,Y
R3SAWH3CR9ZV0Q,1,0,0,N,Y
R187V2Z9TV4K9P,5,0,0,N,Y
R3NIC4G5BYF3X0,1,6,16,N,N
R1GGNCZJ4JNPMH,5,0,2,N,Y
R3NMHAWPLOIN0V,3,0,0,N,Y
R1GC80R24990ZU,5,0,0,N,Y
R3V3XUT1DDUY7L,5,0,0,N,Y
RZGTISATT8FM7,1,0,0,N,Y
R3B9XXJIAULK4Y,5,1,1,N,Y
R2MJIGP7RD3A93,5,2,3,N,Y
R1QUZP59THYKQY,5,0,2,N,Y
R3OP4DZJHWVATR,5,0,0,N,Y
R2JDKAM05XHDW7,4,2,2,N,Y
REXI4HEF8SOZK,5,0,0,N,Y
REX84HUPF47ON,1,4,4,N,Y
R39RPYM5Q0TVHK,5,0,0,N,Y
R2X15EQ3CVUAS0,5,0,0,N,Y
RVDL8XZRF14XG,5,0,0,N,Y
R3AITXSQRD5CXJ,5,0,0,N,Y
R7OILB5N0OL66,5,0,0,N,Y
R2WM9O55P5KLP4,5,0,0,N,Y
R39J63UOAX2T8T,5,1,1,N,Y
R3190WWZBUHAVV,1,0,1,N,Y
R314RIVE81BGZC,5,1,1,N,Y
R1MPUONPAF04A6,5,0,2,N,Y
R3D5TFJ25ZXZ4I,4,10,23,N,N
R3LFK8VNT27MAN,1,0,1,N,Y
R1SD45OAF3OFGZ,5,0,0,N,Y
RJ4VD5GR7CQCP,5,0,2,N,Y
R1E1ET252UCLY9,5,0,0,N,Y
RHXYBGDSKZY2W,5,0,0,N,N
R196CXQMISO2AV,1,1,1,N,N
R1RAZJPB0WSLIF,5,0,0,N,Y
R3CF8UZG2J8CDV,5,0,2,N,Y
R24G9CX627W6R7,5,0,0,N,Y
R12I0VIMHP251Y,5,0,0,N,Y
RDJGKPJB7P79P,5,0,0,N,Y
RSBVP2B45JVV7,4,0,0,N,Y
R2822P43DBS7B,5,0,0,N,Y
R2KUPVYXGW325S,5,0,0,N,Y
R2CV3BM2XO2M2C,5,0,0,N,Y
RX928CSJZXFP3,1,1,6,N,Y
RVK88GMJ3SDE2,3,0,0,N,Y
R2KTRVM1LU3UIU,5,0,0,N,Y
R1PKQRQ6IWUIKA,3,0,0,N,Y
R3CHIC1Y1YUKH9,5,0,1,N,Y
RYTQR2V5UP60I,5,0,0,N,Y
RBDUQUYOVFSPJ,5,0,0,N,Y
R1XTH05SF7VIHU,1,0,0,N,Y
R11IONOCJ3H8Z6,5,0,0,N,Y
R1YXYSB58GFMUW,2,0,0,N,Y
R88EMYK8SWXFC,1,4,14,N,N
R197IC7TK07DB4,5,15,17,N,Y
R3ASQTT8DJ3M2,5,0,0,N,Y
R353OFJZO7OTWS,5,0,1,N,Y
R3RG9QTB4ITWDK,5,0,0,N,Y
RFYX13LXC5M03,5,0,0,N,Y
R2IW6JPUMRQZNF,5,0,1,N,Y
R2EZYWLQSJUZPG,5,0,0,N,Y
R1WVSA2MXV8UAI,4,0,0,N,Y
RNUIOH2TUFDAK,5,0,0,N,Y
R10VE8IQABS0LD,5,0,0,N,Y
R31SUF0WNU0LY7,5,0,0,N,Y
R1X6U83TSWR2ZR,5,0,1,N,Y
R2G6ATLICPROC7,5,1,1,N,Y
R2J8QG4QXATCV4,1,1,3,N,Y
RUSUGCD3MKYI6,5,3,4,N,Y
R3S77IQHK0P1SL,1,0,0,N,N
R1PYO9FU2I3RZ8,5,0,0,N,Y
RGS8PYFIVYORQ,5,1,1,N,Y
R587XRB3VR2R6,3,0,0,N,Y
R2CZCYJ51PJQQ9,5,0,0,N,N
R3AVC3TG0P0OGY,5,0,0,N,Y
R2FYOVR4I17EN6,5,0,0,N,Y
R26R46XR2V0DMH,1,2,17,N,Y
R3SQB1XLJKR39E,5,0,0,N,Y
R3BXYDY80S9XFC,2,0,1,N,Y
R1F7Z4AUU3PYA3,4,0,0,N,Y
R1KO50Y36ZFK1W,4,0,0,N,Y
RXZJM6XIHJWZ2,5,0,0,N,Y
R1H0ZU3Q1X0UTA,3,0,1,N,Y
R1JA7XNRDWENBV,3,0,1,N,Y
R2DLLT31CBK5ZF,5,2,3,N,N
RWANBA028N8PJ,5,0,0,N,Y
R2RWHJM3AVT3H0,5,0,0,N,Y
R1QFW0S307CDP8,5,1,1,N,Y
R1FKY1YXP0FTLF,5,0,0,N,Y
R19IQ0PWPOW2XZ,5,0,0,N,Y
RWIR0UK03MID0,4,1,1,N,Y
RHGNEJD7E72QX,5,0,0,N,Y
R1E34L5CSI03T,2,1,1,N,Y
R17X3205Q0B5X4,5,0,0,N,Y
R27S5GVVKI86C2,3,0,0,N,Y
ROL8R224BREIT,4,0,0,N,N
R15I77J0W3XJO6,2,1,1,N,Y
R15FX2XNLT9KU9,5,0,0,N,Y
R1MVEG06TV2V2,3,0,0,N,Y
R25OEHUAL8M2HY,1,1,3,N,Y
RTF54NGTNWGTH,5,0,0,N,Y
R2TZF2GCDAW5SE,5,0,2,N,Y
RCYT20M1FLR60,5,0,5,N,Y
R2O91HSZT0UC3C,5,3,4,N,N
R10A5D8X8BSOQ3,5,1,1,N,Y
R1O5ZFVSE457QZ,5,0,1,N,Y
RF23VIIRPQ10N,5,0,1,N,Y
R1UGQ6PDJWKWOA,5,0,0,N,Y
R30G5RTKSECRG,2,0,5,N,Y
R3I97RA8AK070B,5,1,1,N,Y
R175XAM77VGC9G,5,0,0,N,Y
R3MTVLL46RZBN8,5,0,0,N,Y
R10UG1M8UBFGR3,5,0,0,N,Y
R22ZG6ZDVEZ80W,1,0,0,N,Y
R32HHKX1YHVGU1,3,0,1,N,Y
R1RH6HZY7LLAUY,5,0,1,N,N
RZI49F91N0OAG,5,0,0,N,Y
R1H9F3URO8R4DW,5,2,3,N,N
R2UCXGZQV1JHI6,3,0,0,N,Y
R19M5M3Z10MEWA,5,0,0,N,Y
R2Z9GJ2QUYHU1C,5,0,0,N,Y
R1T11S4T33H8N2,5,13,27,N,N
R354MKA5UVNNO4,3,1,1,N,Y
R24YWPKTQMN833,1,4,4,N,Y
R2C4YWG49GR2GS,4,0,1,N,Y
R2VXZEF9TQ2IT0,5,0,0,N,Y
R33B2LQLG98FNF,1,0,2,N,Y
R3832S7A8CWN2Y,5,0,0,N,Y
R2IBA2VCRWDXB9,5,0,0,N,Y
RJ70031J4KYTF,5,0,0,N,Y
R16U93QHOMPXB7,5,0,0,N,N
R2QN8DGOPCML1I,3,0,0,N,Y
R2E37NCL6TEPAF,5,0,0,N,Y
R1BLRFU6PXAKFA,5,0,0,N,Y
R3TI75FMO7IZAL,5,0,0,N,Y
R2M66QHNKZ4791,5,2,2,N,Y
R1R1EOVNB4IMGW,4,0,0,N,Y
R1LGD9ENE6LTVS,4,1,2,N,Y
R5BTBLLZPZVZK,5,1,1,N,Y
R13KOA1DXNWCB7,4,4,4,N,Y
R1DP21EW5N04D2,5,1,1,N,Y
RG664B4A4EKTC,1,0,3,N,Y
RTEDH61U33P8,5,0,0,N,Y
R25OT3DYCJP134,5,0,0,N,Y
R17W3L0EAGGSVN,2,1,2,N,Y
R282FEWDX8889V,2,23,35,N,N
R2QPDEW4346CBG,5,0,0,N,Y
R12A2U2PZYKYCF,2,0,0,N,Y
R39J5P3TTR060C,5,0,0,N,Y
R3MARLWU4NIX17,5,0,0,N,Y
R1KP07WP4CRFPV,5,0,0,N,Y
R31TQ1HU3YD6TQ,5,0,0,N,Y
RVN9ML9W0WPPM,2,7,8,N,N
R33BSWV7STV4MZ,1,0,1,N,N
R1NE7IXV98OED1,5,0,4,N,Y
R93N6QIMWVCAS,3,0,0,N,Y
R1UZYPBAMUQ2OT,5,0,0,N,Y
R1CBUWFAS98WHQ,5,0,0,N,Y
RERJ8W2QL7HY6,5,0,0,N,Y
R2X6057FVYFZ1X,1,0,0,N,Y
R2YBF5MNE6T6QV,5,0,0,N,Y
RN1XSHIQLG8RJ,5,0,0,N,Y
R2H7KCUIRO5Y2S,5,0,0,N,Y
R1WYH9Z3QUSUZV,5,0,0,N,Y
R2LK446KP9OGS6,5,0,0,N,Y
R36JDNT9YK7KW5,5,0,0,N,Y
REWW8EV0G79RO,4,0,0,N,Y
R1AYO04PAHSLEL,5,0,0,N,Y
R159ABHAEHSQPZ,5,1,1,N,Y
R22SD9OFMSVSH0,5,0,0,N,Y
RAJT79OTJSJCW,5,0,0,N,Y
R3BWYQ6KJ42R59,4,0,0,N,Y
R1YYMKJIVHIRZL,5,0,2,N,Y
R2GDZLUNYFHGCS,5,0,0,N,Y
R22D8RVLXJFVBR,5,0,0,N,Y
R1HDE7U6ASPN8M,5,0,0,N,Y
R2W6AFQ0BL2SV7,1,2,3,N,Y
RM3USTE2AFFUN,4,0,0,N,Y
R32STO1AZNY1J0,1,2,5,N,Y
RRR3KQ1WX65BZ,5,0,0,N,Y
R1S6P6OVW72P19,4,0,0,N,N
R12SDBZAPSWPK9,5,0,0,N,Y
R22NTZHSSJ1HPT,5,0,1,N,Y
R23MWYINQHUF4B,5,0,0,N,Y
R3CWZ5JGFJ7Y2Y,1,4,32,N,N
RBLPM4IM8GTJR,5,0,0,N,Y
R376PY13QTJMCA,5,0,0,N,Y
R1ZYA4BSU3UJMZ,1,1,2,N,Y
R24YZZ7O8U07FS,5,0,0,N,Y
R12I3U4VZXRPI1,5,0,0,N,Y
R1XLAXOBPJEMT6,5,0,0,N,Y
R8F6I9P7NNKZB,5,0,0,N,Y
R2JRABZVUOTPAR,5,0,0,N,Y
R1V08BSRY1QD2N,2,0,0,N,Y
RJTGM85J7GF7R,1,0,0,N,Y
RU4UGXBYR9EON,1,2,2,N,Y
R915PSX5I24GM,5,0,0,N,Y
R3A602MZYOZ2WP,5,0,0,N,Y
R125I5Z7X055D6,5,0,0,N,Y
R3P6V8P57S86N2,2,0,0,N,Y
REM0BZJBO682P,5,0,0,N,Y
R2AUN3TGWVCRVA,5,1,1,N,Y
R12ZRYY04U8XGU,2,1,1,N,Y
R108EJ5T4FYPH1,5,0,0,N,Y
RENIMPK7Y7DKG,1,1,3,N,Y
R2FCKFV0523BVL,5,1,1,N,Y
R39SRGFP474G2S,5,0,0,N,Y
R10HN0RPWKBQOB,3,0,0,N,Y
R9BFNX53NYK1D,5,0,0,N,Y
R163BA9HXM73MM,1,1,1,N,Y
RTVYJD5339IU4,5,1,1,N,Y
R1BNX1IA5XV1JU,1,0,0,N,Y
R2L664LPI2AKLR,1,0,0,N,Y
RI4L1MSLAPD4Q,5,0,0,N,Y
R1FZ33CCUT30T4,5,0,2,N,Y
R2S5JLIMI6QURX,5,0,0,N,Y
R1CO495OAJ3PU6,1,0,0,N,Y
R19T69ZEAHJFDX,4,0,0,N,Y
R23NBAYL6EJKDZ,3,0,0,N,Y
R34E159ZW36PIY,1,0,0,N,N
R9ZIUQ67C1MRN,4,1,1,N,Y
R3594MHUZUZ3PO,5,0,0,N,Y
R3RN9BQ777WRP3,5,0,2,N,Y
R37YL16Z965XK,3,0,0,N,Y
R2WPO5MQL5IKNH,5,1,2,N,Y
R32LPJ70F4A1NO,5,0,0,N,Y
RINYDSHHN0R7F,1,0,0,N,Y
RDMXZPK32ON50,5,0,0,N,Y
R2GG6RZQBGHY6V,3,0,0,N,Y
RMV87LJCPCAYI,1,2,3,N,Y
R1ZVOH8YQUWE6,5,1,1,N,Y
RV09TI1RDD8HR,5,0,0,N,Y
R2VF28TOH73RL5,5,0,0,N,Y
R1RSR8N8V9DD7G,1,0,0,N,Y
RKF7K2ZWUCU4N,5,1,2,N,N
R3IQPJSKQ4IWTO,5,1,4,N,Y
R3LH3L89JPB1G0,5,0,0,N,Y
R29LGMLBI8F64S,5,0,0,N,Y
ROR3NPNVMXPA4,5,0,0,N,Y
R3RAGX4OP55D4B,5,0,0,N,Y
R1Z0PZOTMDXLLF,5,0,0,N,Y
RH1M5JJR9EH6L,2,0,2,N,Y
RU07UK80BA2C1,5,0,0,N,Y
R332SHWTSCLA66,1,34,56,N,Y
R3JR8F2O7I8SRY,5,2,2,N,N
RV7BDDOGBVG0D,5,0,0,N,Y
R3DB6YW3S9XEDQ,1,0,2,N,Y
R1C26SVYEDN054,4,0,0,N,Y
R5M7E044IBK5S,5,0,1,N,Y
R80N27F43C94S,2,0,1,N,Y
R3QQYQ9A6BIS9H,4,0,0,N,Y
R3IC0RHW45KBT9,4,0,0,N,N
R3V9EO7Z4HBGPA,1,14,26,N,Y
R18KXP3ZXANJ7E,4,0,0,N,Y
R3R5MF3JJW8480,5,0,0,N,Y
R3RKOLRW9T371P,5,0,0,N,Y
R3S75QD63OFFSR,1,0,3,N,Y
R2MLIAOAC14IWE,4,0,0,N,Y
R12C17XEQP5GC1,5,0,0,N,Y
RVB8LVIOUV6X6,1,25,25,N,Y
R3NNDTTPLNXRTV,5,0,0,N,Y
R2K40GIIAK8K9Q,5,0,0,N,Y
R2RB00S3TTKG15,5,0,0,N,Y
R2G6D4K0HH01RU,5,0,0,N,Y
R2B0FF2AM694XY,1,15,43,N,N
R3PQQ2XECKDUYF,1,0,4,N,Y
R72R5WSLNNBQO,1,0,0,N,Y
R7DABUGNXVHRI,5,0,0,N,Y
R2NNE19HAN5C2J,5,0,0,N,Y
R1EIP1O54HKS78,3,0,0,N,Y
R85MGP0UI4KNN,1,5,5,N,Y
R1EDREX5P7ZJ9I,4,0,0,N,Y
R25XPZERUSPVET,2,0,0,N,Y
R1YX1NKR1S0S8B,5,0,0,N,Y
R2TKFDQXG0XOX8,3,0,0,N,Y
R1DWVUA4EM081I,5,0,0,N,Y
R1VZY4L0GZ8Y1Q,2,6,15,N,Y
R1QUNR7Y9BP6W3,3,0,9,N,Y
REVP3V5PNKO7F,4,0,2,N,Y
RMRAFZHV9E249,3,0,0,N,Y
R3E9A0J67QQ8D3,3,0,6,N,Y
RXCN1YPBHSQFL,4,0,0,N,Y
R2T8ZUE24XA3IF,5,0,1,N,Y
R12GKM2A6CW4Q4,2,1,1,N,Y
